Review,Polarity,Town,Region,Type,cluster
buena excelente atención parte mesero diego alberca buena pasar rato agradable cómodas general acogedor,4,Atlixco,Puebla,Restaurant,3
pequeñas camas duras piedra personal parecía distante ubicación increíble esnórquel buceo corta distancia pie ciudad compramos plan incluido podría ser mejor describía promedio,3,Isla_Mujeres,QuintanaRoo,Hotel,0
hace falta profesional especializado hostelería llegamos atendió chica mala presentación salió abrirnos puerta calcetines llaves cuarto quedado persona rentado cuarto noche anterior hospedamos cuarto planta baja verdad pareció casa don edward james valdría noche conscientes paga ser casa valor histórico artístico embargo pareció motivos descuidar calidad servicios normal ofrece parte cosas limpieza casa general descuido medio sucia,3,Xilitla,San_Luis_Potosi,Hotel,4
pequeñas atención personal amenidades excelente buena buen pasarla pareja familia alberca templada,5,Ajijic,Jalisco,Hotel,3
primera vez ruinas tulum agradable ver vista mar espectacular llegamos justo después mañana cantidad personas entrando demencial creo mundo vende tours impresionado historia inconforme cantidad basura árboles quizás poner contenedores basura personas tomar salida fácil ser comienzo día molesta ver trae montón agua vez allí comprar operadores atracción cuidadores necesitan prestar atención recoger basura limpiar zona sólo puedo imaginar parece fin días,3,Tulum,QuintanaRoo,Attractive,1
regular pasta haces casa mas sabor sirven local decepcionó bastante demasiado caro ofrecen recomiendo,2,Tulum,QuintanaRoo,Restaurant,2
decidimos tener cena debido tripadvisor críticas buena ubicación cerca menú parece estupendo aquí imaginativa cocina comidas bien especial quizás expectativas demasiado altas todas maneras sólo probamos aperitivo ydos platos principales planeado tener desayuno día siguiente parece abren tarde aunque menú desayunomás,4,Isla_Mujeres,QuintanaRoo,Restaurant,2
gran ocupación huéspedes agua caliente días hospedada técnicamente días agua caliente fines semana mucha gente amablemente querían asignarme nueva dos camas matrimoniales embargo tres adultos silla ruedas tercera edad necesitaba tres camas individuales asignado principio única alternativa dieron agua caliente brillo ausencia efectivamente pandemia suficientes medidas sanidad sana distancia solo calientan agua medio sistema celda solar ver quién cree simplemente poca gente prenden caldera,1,Patzcuaro,Michoacan,Hotel,4
agradable buen rica boquerones entrada deliciosos pan parece hecho momento buen precio buena calidad alimentosmás,4,Valle_de_Bravo,Estado_de_Mexico,Restaurant,3
pasamos noches estupendas vista estupenda pequeña zona bien cuidado limpio privado personal atento fantásticas piscinas cálida gran jacuzzi agua salada jacuzzi realidad tamaño pequeña piscina limpia aire acondicionado poderosa baño bien limpio ducha vapor toque agradable calidad premisa primera categoría rolandi yate privado realidad bote tamaño medio envejeciendo limpia buen corriente empezando mostrar edad tampoco algún momento agradable relajante parte tranquila isla puedes equivocar,4,Isla_Mujeres,QuintanaRoo,Hotel,0
mejor restaurant valladolid atención primera riquísimo plato yucateco alcanza tres personas maravilloso sello indiscutible grupo xcaret,5,Valladolid,Yucatan,Restaurant,2
decepcionó viaje ruinas tulum primero ruinas reales realmente tan impresionante compara casi sitios mayas zona comparando particularmente sitios pequeños arqueológico muyil mayan coba aquí edificios pocas esculturas pequeñas bastante comúnmente documentado cierto punto compensada parte impresionante escenario costasin embargo gran decepción tamaño multitudes llegamos mañana pasamos mayor parte viaje subiendo largas colas gente esperando miradores turno tomar fotografía etc creo llegado momento apertura cerca hora cierre probablemente disfrutamos viaje además única visita ruinas mayas sospecho parecería impresionante encontramos,2,Tulum,QuintanaRoo,Attractive,1
puedo negar hermoso bien atención hamburguesa vegetales extraordinaria amigas salió contenta pidió tardaban media hora llevar,3,Bacalar,QuintanaRoo,Restaurant,4
agradable pequeño parque centro ciudad caminamos sábado pequeñas manos único destacan sillas frente cada bonita fountian mediotranquilo montón pájaros,4,Valladolid,Yucatan,Attractive,0
parece prometedor realidad oferta limitada costos elevados además aire acondicionado único rescatable oferta cerveza artesanal región demás molesten,2,Loreto,Baja_CaliforniaSur,Restaurant,3
puse aclaración titulo puedo compararlo hoteles pierde completo mejor limpia amplia luego deja desear atención personal desgano día llegue hacia calor metí pileta mas sucia terminar desayuno peor mexico dos años hoteles pedía jugo podía comer fruta nunca vi,2,Palenque,Chiapas,Hotel,4
buenocomida atención mejor curry excelentes probamos platos diferentes gustó elprincipio debimos volver seguir probando platos,4,Tulum,QuintanaRoo,Restaurant,2
brisket wow excelente ambiente genial oscar gómez atendió manera espléndida gracias oscar,5,Metepec,Estado_de_Mexico,Restaurant,3
pasaje valladolid dejamos guiar reseñas hacia local descubrir cocina mayay decepcionados atendió roberto atento cordial comimos empanada chaya kéek chíibil ambos platos sabrosos cuidado,5,Valladolid,Yucatan,Restaurant,2
cascada enorme sendero camino cima cascada escénica lado recuerdos artesanía puestos agradable paseo,3,Palenque,Chiapas,Attractive,1
mejor atención cortes primera amplio surtido bebidas clericot riquísimo ofertas,5,Orizaba,Veracruz,Restaurant,3
buena atención buenos tragos buena excelentes precios estadía aldea palenque atdncuon mango espectacular mecionar entorno selvático brindan experiencia inolvidable,5,Palenque,Chiapas,Hotel,3
novio alquilamos coche ruinas unas dos horas coche así fácilmente factible díatuvimos gran día tulum optamos cuenta vez usar guía menos aficionado historia creo buen camino seguirla ubicación ruinas preciosos acceso privada ocupado realmente precioso difícil hacer día calor cubrir sombra puedes llevar traje baño refrescarse mar,4,Tulum,QuintanaRoo,Attractive,1
méxico esperas mexicana menos indique contrario dan mango mexicana adaptadas clientes sirven lugares grandes porciones aburrida huevos secos recocido ejemplopara ser justo gofres amigo bienmás,1,Isla_Mujeres,QuintanaRoo,Restaurant,2
área agradable verde u diseño arquitectónico da aire tropical natural personal desagradable amabilidad reservadas mesas deseaban sentarnos deseaban tardanza atención repartir cortes mayoría mal cocidos,3,Atlixco,Puebla,Restaurant,4
personas mayores viajando auto méxico alojé noches febrero dan frente ruido extremo carretera especialmente temprano mañana adecuadas sueño ligero nunca limpiado detrás puerta baño pedimos cambio querían dinero amablemente dieron adecuada tranquila buena calificación luchó terriblemente hecho peor cena semana mesas allí sopa tortilla sopa tomate blanda entregó fría volver calentarse dijeron sartén caliente debajo lasaña,3,Tlaquepaque,Jalisco,Hotel,0
siempre disfrutado últimas tres veces peor bajan calidad ojalá vuelvan subir calidad atención,1,Tequisquiapan,Queretaro,Restaurant,4
lindo debe ir temprano calor demasiado bastante llena medio dia,4,Tulum,QuintanaRoo,Attractive,1
lindo rodeado mucha naturaleza atendieron bien amables atentos siempre paquetes ofrecen ayudan decidir mas facil precios justos porciones buenas vuelva bacalar regresamos desayunar,5,Bacalar,QuintanaRoo,Restaurant,3
tequila visitar tiendas fábrica comprar tequila hungría fonda cholula objetos perdidos agradable limpio hicieron gallo guacamole lado mesa pico ambas excelentes camposestamos bueno sopa carnitas tortillas probablemente mejor ciudad situado justo centro ciudadmás,4,Tequila,Jalisco,Restaurant,2
debajo media común pasó camarero chico agradable cultivado trabajador pagamos efectivo camarero tomó dinero manera sospechoso rápida camarerodevuelto cambio preguntó correcto vimos parecía sólo pesos dejado propina acuerdo hablar camarero pedimos cajero dijo cuatro billetes pesos pago marido organizado ordenadamente mesa discutió consejo apropiado timaron camareros inaceptable nunca volveremos ten cuidado efectivo siguientes situaciones tulum restaurantes contar efectivo dos veces delante camarero gasolineras contar enfrente efectivo proveedor ser conscientes similitud cuenta ley pesos policía dirá agilizar cobran dólares amenaza llevar licencia domingo diciendo oficina abre lunes agradable manos policías corruptos tan estupefactosmás,1,Tulum,QuintanaRoo,Restaurant,4
boda encanto facilidad permiso pagado da municipio automovil novios lleve novia puerta iglesia permanezca ahi estacionado ceremonia religiosa despues llevar recien casados fiesta,5,Tequisquiapan,Queretaro,Attractive,1
habitacion visualmente excelente muchas fallas recepción relajo registrarte ponen muchas trabas aun llegas reservacion hecha agua menos caliente mañana necesitan salir temprano ponen agua estacionamiento subeterrano seguridad vehiculo mal diseñado ubicación mal duda buscare opcion regresar,2,Metepec,Estado_de_Mexico,Hotel,4
mango cafe siempre figuras planes viaje isla viaje excepción llegamos tal terminado persianas especiales así sabíamos podría tener esperar esperar hicimos aún así bieny menos diez minutos tarde comíamos café impresionante hombre hecho camino orden pedí recibí tremendamente largo tiempo después champiñones huevos rancheros fríos tortilla imposible cortar quejica especialmente isla hacer huevos fríos llamaron camarero atrás preguntó podía calentarlos dijo manera supone supongo significaba incomible pensé pedir marido dio segmento quesadilla delicioso bastante frío pagamos probablemente volveremos pedir calientemás,3,Isla_Mujeres,QuintanaRoo,Restaurant,2
delfines debería ser gratis océano mantienen pequeñas piscinas cualquier piscina asunto pena grand bahia principe,1,Tulum,QuintanaRoo,Attractive,0
excelentevista opcionesmenú platoentradasopa opcionesplatoprincipal incluyebebida buenprecio balconesvistapanorámica,4,Taxco,Guerrero,Restaurant,4
leí muchas opiniones bueno extraordinario equitativo precio pagas regresaría atención lenta tianguis restaurant económicos come rico,2,Tepoztlan,Morelos,Restaurant,3
interesante creador fila entrar horas temporada alta dentro horas recorriendo contratar guía buena opción pues forma obtener información acerca viendo vale pena visitarlo según comentaron guías locales temporada alta mejor ir después pm prácticamente fila entrada hora puedes pasear xilitla comer después visitar jardín escultórico llevar calzado cómodo preparado subir bajar bastantes escalones llevar traje baño buena idea pues necesitarás entrar cascada refrescarte pozas,4,Xilitla,San_Luis_Potosi,Attractive,1
mejores playas mundo vista increible ademas ser super tranquila relajante amo,5,Isla_Mujeres,QuintanaRoo,Attractive,3
rica personal atiende amable excelente convivir amigos familiares recomendado,5,Tequila,Jalisco,Restaurant,3
sabores personal amable dan generosa porción inesperadamente donut mejor masa increíble,4,Bacalar,QuintanaRoo,Restaurant,3
tranquilo limpio bonito agradable bastante normalon haga distinto demás parques existentes méxico visítalo solo dar vuelta esperes parque,3,Tequisquiapan,Queretaro,Attractive,0
llegamos parecía agradable llegar dimos cuenta tv toallas delgadas viejas crujía madera piso peor llego madrugada perros frente paraban ladrar cualquier cosa amanecer gallos guajolotes enfrente paraban cantar mañana podrías escuchar regaderas conversaciones decir puertas azotando buena experiencia,1,Tapalpa,Jalisco,Hotel,4
pedimos aperitivo platos principales mujer pidió margarita salada principales llegaron junto aperitivo camarones salsa ajo bien demás sabrosa camarero comunicarse bien,3,Bacalar,QuintanaRoo,Restaurant,2
viniendo santos navidad cada vez aquí ido cerritos elogiaron viaje tardamos minutos coche ts camino tierra autopista principal rutted lentocuando llegamos sorprendida ver coches aparcados hermosa duda lleno gente todas edades joven ancianos montón perros desastre dejan atrás marcado territorio bolsa vendedores interrumpido cada minutos vende sombreros joyería gafas sol hamacas caballos través personas jugando orilla aguahay buena escuela surf aquellos quieran aprender surfear especialmente bueno niños agua templada olas perfectas aprender niño gustó tobillo olas altas orilla montar boogie boardhay sirve bebida llevamos picnic dijeron precios altos alquilar sombrillas sillasla duda suficientemente amplio escapar multitudes buscas soledad puedes encontrar pie norte,3,TodosSantos,Baja_CaliforniaSur,Attractive,1
amigos decidimos ir cenar aquí última noche santos decepcionante diseño tan genial banda jugando patio trasero pagar consumición mínima siquiera quierenver tampoco podríamos realmente oír pedimos margaritas sirven junto méxico horribles vino vasos plástico pedimos carta bebidas dijeron raro trajeron patatas fritas salsa empezar seguro salsa causa seguro parecía sabor salsa pedimos pizza mejor juicio realmente grasienta tipo risa así atribuimos mala experiencia izquierda alguien conseguir mejor comidamás,1,TodosSantos,Baja_CaliforniaSur,Restaurant,2
colonial bastante bonito cómodas ubicado par cuadras catedral san cristobal principales puntos visitar dentro centro buen ofrece desayuno tipo buffet precio adicional bastante recomendable,4,San_Cristobal_de_las_Casas,Chiapas,Hotel,3
agradable gustó sabes iglesia jesús und unterrichtstheme ángulos todas partes vas ir verlo,4,Valladolid,Yucatan,Attractive,1
necesitas ropa comoda buen calzado tomate tiempo subir vista impresionantesi sensible calor utiliza gorra lentes protector solar ademas mantenerte hidratado llegar iglesia puedes comprar alguna bebidaél subir iglesia costo quieres ingresar túneles pagas entrada vale pena contrates guia,5,Cholula,Puebla,Attractive,1
incluso quieres pagar museo puedes ver reproducciones tienda regalos fría pena gander,4,San_Cristobal_de_las_Casas,Chiapas,Attractive,1
llegar almendros plaza encantados bonito vestíbulo nuevas bonito baño microondas refrigerador servicios daba calle am oído ruidoso música venía calle bar debajo arriba alto bar cruzando calle kokonuts lado calle ponen ruido golpes club música tarde noche creo úmalo alrededor am siguiente mañana pedí recepción frente cambiamos lleno aunque agradable gran personal aan recepción frente asegúrate,2,Isla_Mujeres,QuintanaRoo,Hotel,0
marido visitamos olivia semana pasada final isla costillas pescado marroquí comenzamos ensalada shepard cenas sabía bien impresionó ensalada decepcionadode pescado local vino casa rojo blanco buenos bien tan elegante tantos lugares visitamos entorno encantadora aunque gran trabajo local artemás,3,Isla_Mujeres,QuintanaRoo,Restaurant,2
siendo alboroto englishman nunca quejan conformamos experiencia embargo ocasión sentí necesidad pagaba pesos bistec porterhouse recomendable steakhouse pedí bistec ser cocinadosmedianas bistec llegamos todavía chispas cortar claramente gris rosa llamé camarero explicar vez dieron gerente preguntó problema explicó llevó parrilla camarero luego volvimos chuletón bien porterhouse dicho bistec luego aterrizó frente minutos tarde claramente todavía crudo gerente pregunta bien decir mediano luego cogí plato casi tiró abajo mesa lado dirigimos cortados decía manera agresivo cómo pedí pedí medio entonces pisoteando niño sudores nocturnos esperaba gerente cara steak house comportarse camareros vuelve pide quiero preparado medio agradable bistec después regresa preparado correctamente vez inglaterra pubs cocinar carnes fantásticos correctamente fracción precio cómo asador puede ir tan mal escapa además factura chuletón cobraron porterhouse gerente consciente temía iba volverse violentos dos amigos cuyas carnes mejor hecha cogimos enfoque inglés simplemente gritted dientes pagado factura casi pesos cargo incluido así evitar pagar propina posible embargo camareros merecen propinamás,1,San_Cristobal_de_las_Casas,Chiapas,Restaurant,4
hoy última noche llegar quedamos bien impresionados bienvenida ubicación despues convertiria gran decepcion considerando siguiente asignaron tercer piso aunque elevador sido inconveniente oliera horrible baño salía olor fuerte cañería reportamos recepción nunca recibimos respuesta solución dos primeros pisos cuentan calefactores piso dijo cobertores extras frío días puede ser c pequeñas camino baño escalón puede convertir problema acude baño,2,San_Cristobal_de_las_Casas,Chiapas,Hotel,4
ubicación vista buenos personal buena disposición atención habitacion suite cuesta dolares noche precio consigo suite méxico new york parís madrid ventanas estan cerradas totalmente separaciones muros marcos centimetros todas hace frio cuela mismo hace calor bichos etc puertas cierran abren solas sucio pisos paredes techos baños albercas privadas puede levantar cuchara capa mugre toda clase insectos arañas moscas mosquitos abejas avispas desconocidos dentro recamaras terrazas seria lógico baños descompuestos televisiones imaginas,1,Valle_de_Bravo,Estado_de_Mexico,Hotel,0
trata visita obligada conviene hacerla día sol disfrutar esplendor panorama vistas encuentran lugares incluyendo par pequeñas playas paradisíacas mejor tulum,5,Tulum,QuintanaRoo,Attractive,1
chica hostess mejor entrenada entrada dice puedes horas supuestamente mesas prácticamente vacío saberlonos hicieron favor pues nospasamos enfrente llama fou infinitamente mejor así gracias nolitamás,1,Metepec,Estado_de_Mexico,Restaurant,4
recomiendo increíble ir relajarte olvidarte rato instalaciones hermosas varios paquetes cuentan diferentes actividades todas valen pena rica variada vas sentir paz increíble entres podrás dejar apreciar vista,5,Tepoztlan,Morelos,Hotel,1
salió mal pésimo errores platos además llegaron fríos inflexible recomiendo nadamás,1,Tequisquiapan,Queretaro,Restaurant,4
interesante destacable ruinas hecho frente mar contar hermosa tomar baño hace casi obligatorio refrescarse luego caminar sitio arqueológico estacionamiento abuso quieren caminar mts puede dejar auto calle sur ruinas gratuitamente,4,Tulum,QuintanaRoo,Attractive,1
mayas sabían cómo escoger vale pena dinero llevan dólares aunque cartel decía,5,Tulum,QuintanaRoo,Attractive,1
alojado febrero writtten revisión sitio seis meses repente dissappeared así versión corta mismo menciona puertas camas bien climatizada fuego leña imitación madera ofrecido gas ducha bañera ningún enchufe embargo bienvenida inexistente afortunadamente encontramos bonita chimenea área bar tomar pizza frente pizzería casa cena informe fuller misma foro desayuno almuerzo miserables camarera dissappeared buscarla hija escuela almuerzo sentamos minutos palabra cualquier,2,Creel,Chihuahua,Hotel,0
caro cenote hermoso alrededor mejor relación calidadprecio,3,Tulum,QuintanaRoo,Attractive,0
contamos maravillosa oportunidad ir temporada baja turistas eramos menos esperan temporadas ende regalo experiencia alucinantetuvimos acceso pudimos bañarnos mar sinceramente mejor visto caminar ruinas apreciar historia quiso enseñares mágico flora fauna ponen toque especial lleven bloqueador solar cubrirse sol repelente mosquitos,5,Tulum,QuintanaRoo,Attractive,1
decente platillos sazón regular crema frijol rica porciones pequeñas respecto precio vgr tacos decepcionantes ahí llevábamos amigo vino extranjero corea sur experiencia,2,San_Cristobal_de_las_Casas,Chiapas,Restaurant,2
todas renovadas económicas viejas mayor parte arreglado indispensable amplia estéticamente tan agradable mobiliario viejo cama dura agua caliente aire acondicionado recomiendo última opción,3,Palenque,Chiapas,Hotel,0
destilería cuenta hermosos jardines arquitectura colonial dieron probar algún tequila maravilloso actualmente favorito mitad elevado precio tequilas probamos viajetenga cuenta horarios excursiones aparece parte afuera destilería únicas veces excursión disponible busca lista puerta pensábamos perdido reserva vendedores calle llegamos dieron excursión última hora podía ser exigente idioma ofrecieron aún así vale pena vendedores locales excursión tequila puede tener información actualizada ofrecen excursiones inglés caso vendedor copia impresa sauza listado horarios visita inglés fecha,3,Tequila,Jalisco,Attractive,1
gusta sosa luego disfrutará palapa quieres auténtica mexicana calidad turística sosa aburrida recipiente mencioné soso esposa viajado méxico años encuentra cerca parte inferior calidad noche cenamos aquí hambre ansiosos probar auténtico problemas comer mayoría platos combo mexicana sopa etc bien ambiente gusta menú ambiente aquí recomiendo encarecidamente cuchicheando marlin menú similar auténticos sabores preparaciónmás,2,Loreto,Baja_CaliforniaSur,Restaurant,2
conocía ocasiones pizza buena hoy pésima pedí dos salchicha jamón serrano aceitunas negras sorpresa creo pusieron salchicha toda pizza,1,Tequisquiapan,Queretaro,Restaurant,2
pequeño cuenta gran variedad tortugas aunque información cada podría haber personal brindara información adicional acuario necesita ventilación baños mantenimiento creo podría invertir,4,Mazunte,Oaxaca,Attractive,0
estructuras antiguas visto propios ojos ohio indian túmulos mayores edificios encanta historia historia especialmente india así emocionante ver gran guía turístico explicó sitio convirtieron explorar suelto propio,5,Tulum,QuintanaRoo,Attractive,1
pedimos dos pizzas jamón serrano grandes masa parece crepa jamón serrano rollizos sabe jamón serrano precio altísimo malo,2,Valle_de_Bravo,Estado_de_Mexico,Restaurant,2
pasamos día visitando ruinas mayas tulum coche coche alquiler cancún llegamos temprano recorrido ruinas mañana nadamos después visita mismas orillas arena barcos mayas descargar bienes comercio comimos pasamos tarde gran cenote tulum corta distancia automóvillas ruinas mayas tulum impresionantes pintoresco justo costa vistas espectaculares aunque ruinas tan abundante grand ruinas chichen itza visitamos último viajedesde aparcamiento ruinas tulum entramos ambos aunque tranvía ofrecido pequeño cargo adicional llevaba traje bajo ropa traído toallas así pudimos nadar debajo ruinas disfrutamos piscina refrescante ordenado bañarte aguas comerciantes mayas lleno barcosun complejo pequeñas tiendas tiendas recuerdos encuentra zona aparcamiento echado vistazo clientes pequeños duda podría trocar precios duda viaje vale pena precio entrada razonable pesos ningún problema coche cancún autopista moderna bien pavimentadas árboles hicieron pagar prestando mucha atención límites velocidad,4,Tulum,QuintanaRoo,Attractive,1
alojé extremo norte ciudad utiliza lado menos concurrida centro sayulita gran arena montón olas hills cangrejos ver zona favorita,5,Sayulita,Nayarit,Attractive,1
malas instalaciones lavabo tapado solicite sr noé ocasiones destaparlo persona reviso atendió petición alimentos malos desayuno prácticamente,2,Tlaquepaque,Jalisco,Hotel,4
discriminación total llegamos dijeron mesa terraza ubicaron salón ver mesas vacías terraza insistí host diera acceso vimos teníanlugar mala manera dio acceso descubrimos nacionales ponen salón extranjeros dan preferencia terraza triste siendo mexicanos así turismo nacionalmás,1,Valladolid,Yucatan,Restaurant,4
recorrer calle gusto icónica bonita arquitectura lugares atractivos mejor recorres noche,4,Valladolid,Yucatan,Attractive,1
pequeño zona regular instalaciones bien atención buenas hizo caro señal tele mala sé regresaría relación dinero,3,Tequisquiapan,Queretaro,Hotel,3
buenos tacos mejores opciones muchas comer bien entiendo ranqueado mejor,1,Sayulita,Nayarit,Restaurant,2
llegar ruinas tulum quieres realmente disfrutar apertura mañana multitudes aparece mañana mismo zonas zonas arqueológicas yucatán genial explorar asegúrese llevar protector solar bañadores ir agua después,4,Tulum,QuintanaRoo,Attractive,1
pérdida dinero flores jardín mal cuidada suponía iba ser agradable abril mayo flores ahora,2,San_Cristobal_de_las_Casas,Chiapas,Attractive,0
sirvieron mejillones consintieron tardaron eternidad caros duda frescos mayoría bien genial claramente podrido pastas bien especial comimos allí dos veces últimomes primera vez mejor segunda probable parte traseramás,2,Sayulita,Nayarit,Restaurant,2
buen sazón resaltaría excelente aunque lleno destaca rapidez preparan sirven alimentos gran variedad cafés sabrosos única desventaja sólo aceptan pago,4,Patzcuaro,Michoacan,Restaurant,3
opacada gran cantidad atracciones alrededor menos importante representativa ciudad,5,Tequila,Jalisco,Attractive,1
súper bien ubicado brinda bonita vista iglesia bueno decoración simpática gustó ordenamos distintas cosas así recomiendo ir tomarse cerveza,2,Cuetzalan,Puebla,Restaurant,3
tulum hermoso visitar demasiado grande acantilados vistas filtraba aguas azules simplemente increíble visitado veces familia amigos recomiendo ir mundo visita,5,Tulum,QuintanaRoo,Attractive,1
bonito ambiente agradable come rico personal atento recomiendo bufete desayunos domingos,4,Tequisquiapan,Queretaro,Restaurant,3
esposa alojamos encantador boutique hizo sentir quedando segunda casa dueños didier gemma anfitriones excepcionalmente geniales cuidan cada detalle estadía comenzando arreglos transporte hacia aeropuerto morelia visita guiada cementerios celebración d muertos consejos compras fotografía música etc desayuno delicioso experiencia excelente definitivamente planeamos volver amigos familiares felicitaciones gemma didier personal hacen trabajo magnífico,5,Patzcuaro,Michoacan,Hotel,0
viaje ida vuelta mantuvo noches romántico santo domingo resultó ser oasis yucatán podemos lleno corazón recomendaría mundo izamal pueblo pequeño precioso buenos lugares descubrir bien situado hacer excursiones día pierdas obtener consejos viajes programados anfitriones disfrutamos estancia preciosa suite junior suite romántica diseño ubicada propiedad ajardinada días fantásticos alojamiento excepcional notable atención amor gastado cada detalle diseño limpieza aunque chicos dispuestos cenar hoteles aquí debe duda hacer,5,Izamal,Yucatan,Hotel,0
ric excelente limpia tiempo,5,Metepec,Estado_de_Mexico,Restaurant,0
elegimos bernal pasar fin semana foto master suite aparece propaganda llegamos asignada master suite nivel aparecía fotos cuál seleccionamos bernal respuesta solamente clase ocupada esposo hizo reserva llamó cerciorarse efectivamente pagando señorita confirmó así compensación dieron botella vino gratis dormimos magdalena olor caño desagradable ruidosa escucha caldera cuarto lavandería agrado abosluto,2,Bernal,Queretaro,Hotel,4
tercer viaje sayulita chocobanana allí años nunca comido allí así probamos especial bastante soso realmente quería encontrar bueno acerca nopienso volvermás,2,Sayulita,Nayarit,Restaurant,2
sinceramente tras ver chichén itzá iba poca ilusión tulum mejor visitar chichén itzá implica pasen vean hagan fotos aquí compren allá miren bonito sonido hago palmas demasiado turístico demasiado típico demasiada gente va decir ido realmente interese embargo gente visita tulum hace calidad ruinas aunque menos peor visita cultural menos agobiante ver ruinas gustan verlas además ubicación fantástica recomiendo ir touroperador sino ir allí visitar ruinas luego quedarte par horas fantástico bañarte viendo ruinas acantilado,5,Tulum,QuintanaRoo,Attractive,1
vista espectacular especiosas limpias desafortunadamente ve opacado pésimo check in grupo grande caos listas personas recepción supieron cómo funcionar desencadeno pésima actitud buscamos experiencia completa encontramos pésima atención cliente cualquier petición ponían mala cara simplemente decían nadie solucionar problemas simples detalles personalmente parar cocina preguntar destapador nadie pueda atender hacen cuestionable calidad seguridad bien,2,Tequila,Jalisco,Hotel,4
disfruté cementerio dio tal aprecio cultura amo realmente entiendes detente aquí piensa cuánto ama recuerda personas manera totalmente diferente ee uu dale muerte nueva mirada aprecia país maravillas,5,Ajijic,Jalisco,Attractive,1
registramos agradable personal agradable bien anticuada olía toallas toallitas aseo unidad aire acondicionado pared extremadamente celebren vibraciones nevera mando tele funcionaba cama vieja dura almohadilla quejamos trasladaron dólares noche leve mejoradaba espacio cuarto baño artículos tocador ducha oxidada porquería internet inalámbrico piscina sucia lados redondeados hormigón alrededor piscina desconchadas quebradas zona bien cuidadas director convenientemente disponible día,1,Loreto,Baja_CaliforniaSur,Hotel,0
cuanto bastante agradable rápido encuentra limpio agradable tambien buena mesero luis,5,Valladolid,Yucatan,Restaurant,3
reservamos dos superior línea bookingcom estancia noche primero registrarnos vimos junta detrás mostrador menos pagado línea día aunque dieron descuento reembolsable diferencia significativa amigos conseguimos dieron pequeña oscura dos camas dobles necesitan urgentemente actualización pintoresco vienen mente entrar bañera roto manchado agua gushed detrás control ducha cambiamos hora cena conocimos amigos,2,Valladolid,Yucatan,Hotel,0
buenas instalaciones desayuno incluido buena idea dudarlo volvería hospedar sólo pediría cambiar colchones duros atención buena precio acorde instalaciones,4,Orizaba,Veracruz,Hotel,3
agradable lleno gente pagar sillas sombrillas mejor aún así vale pena viaje,4,Isla_Mujeres,QuintanaRoo,Attractive,1
tomando cuenta prácticamente usé dormir día recorriendo pueblo alrededores buena relación preciocomodidad limpias excelente atención parte personal buena ubicación,4,Bernal,Queretaro,Hotel,0
sol brillaba caminé ruinas belleza caminamos escalones tomar rápido chapuzón océano increíble,4,Tulum,QuintanaRoo,Attractive,1
acabo pasar día increíble agua yago equipo blue nation comprado paquete try dive literalmente nunca misma equipo scuba yago instructor tan tranquilo paciente hizo divertido después buceo tanque practiqué snorkel asistentes tour disfruté almuerzo provisto espectacular felicitaciones chef almuerzo alguna vez pensó probar scuba llame blue nation increibles bajas barco final día sintiéndote familia amor amor encantó toda experiencia,5,Loreto,Baja_CaliforniaSur,Attractive,0
pequeño museo fortaleza dando panorama interesante fortaleza ciudad caro informativo vale pena hora tiempo visita,4,Bacalar,QuintanaRoo,Attractive,1
verdad esperaba sitio hace falta vista espectacular barandal normal vista hermosa infraestructura deja desear,3,Zacatlan,Puebla,Attractive,3
descuidado paredes humedad toallas secarte manos baño pedirle dijeron manejaban toallas baño pedir papel baño repusieron hicieron recámara toallas manchadas mal lavadas cocina buena lenta actitud mala parte recepción,1,Bacalar,QuintanaRoo,Hotel,4
vale pena pedir vista solo vez albercas mucha gente hacen ruido agradable laguna lejos ve habitacion ve mejor arbolada atras sobretodo tener cuidado meses calorno aire acondicionado cuartos,3,Ajijic,Jalisco,Hotel,0
importa agua fría puede rappel cuerda nadar cenote grande hermoso aquellos menos aventureros pueden caminar sendero agua todavía disfrutar chapuzón parque precioso todavía desarrollo además cenote puede ver vegetación local disfrutar compras tiendas mundo,4,Valladolid,Yucatan,Attractive,1
personas brindan pésimos haciendo trabajo peor experiencia tratan forma tan indiferente grosera ocasiones recomendable,1,Tulum,QuintanaRoo,Attractive,4
bueno pulpo ceviche coco fetucini salmón margaritas mojitos vista ambiente volveremos,5,Bacalar,QuintanaRoo,Restaurant,2
cenote grande yucatán pago entrada incluye guía personal visita centro ceremonial visita graja maya visita huerto ecológico guía da información todas plantas ahí espacios guardar pertenencias baños vestidores unas bebidas base tamarindo menta salida cenote centraré cenote llegar bajan unas escaleras madera seguras dan toque espectacular adentro puede sentir inmensidad cenote puedes ver varios tipos aves dentro existen varios salvavidas pendientes momento seguridad agua transparente puntos profundidad oscuridad actividades incluidas costo entrada rapel tirolesa puntos clavados creo metros altura guía contigo momento da explicación absolutamente preguntes relacionado cierto recomiendo ampliamente sr gonzález guía amabilidad cortesía puede comer incluso manejan paquete buffet hortalizas orgánicas cultivadas volvería ir dudarlo experiencia puedes dejar tener visitas yucatán,5,Valladolid,Yucatan,Attractive,1
sitio alberga grandes historias embargo guías dan información mas necesaria explican detalles importantes,2,Teotihuacan,Estado_de_Mexico,Attractive,1
